bookid;name;author;genre;lang
150771;The Fish Can Sing;HalldÃ³r Kiljan Laxness;Fiction;English
152380;Alan Turing: The Enigma;Andrew Hodges;History;English
153525;The Structure of Scientific Revolutions;Thomas S. Kuhn;Nonfiction;English
153529;Mary Poppins (Mary Poppins #1);P.L. Travers;Classics;English
153530;Noblesse Oblige: An Enquiry Into the Identifiable Characteristics of the English Aristocracy;Nancy Mitford;Nonfiction;English
153575;Madame de Pompadour;Nancy Mitford;History;English
153747;The Blessing;Nancy Mitford;Fiction;English
155176;Pigeon Pie;Nancy Mitford;Fiction;English
155207;Moby-Dick or, The Whale;Herman Melville;Classics;English
155981;Otherwise Engaged;Suzanne Finnamore;Womens Fiction;English
156538;Imperial Dancer: Mathilde Kschessinska and the Romanovs;Coryne Hall;Cultural;English
156591;Psycho-Cybernetics, A New Way to Get More Living Out of Life;Maxwell Maltz;Psychology;English
156599;North and South;Elizabeth Gaskell;Romance;English
156770;Travels in West Africa;Mary Henrietta Kingsley;Cultural;English
157685;Last Child in the Woods: Saving Our Children from Nature-Deficit Disorder;Richard Louv;Parenting;English
157993;The Return of the Indian (The Indian in the Cupboard #2);Lynne Reid Banks;Fantasy;English
158005;Maldoror = Les Chants de Maldoror, together with a translation of LautreÌamont's PoeÌsies;Comte de LautrÃ©amont;Poetry;English
158271;The Little Prince;Antoine de Saint-ExupÃ©ry;Childrens;English
159178;Book of Longing;Leonard Cohen;Poetry;English
159760;A Far Off Place;Laurens van der Post;Fiction;English
160338;North and South (North and South #1);John Jakes;Historical;English
160605;Reviving Ophelia: Saving the Selves of Adolescent Girls;Mary Pipher;Education;English
160610;Ambient Findability: What We Find Changes Who We Become;Peter Morville;Nonfiction;English
160680;Who is Bugs Potter? (Bugs Potter #1);Gordon Korman;Fiction;English
161242;Twenty-eight Artists and Two Saints: Essays;Joan Acocella;Writing;English
161402;This Can't Be Happening at Macdonald Hall (Macdonald Hall #1);Gordon Korman;Fiction;English
161540;Things a Woman Should Know About Style;Karen Homer;Unknown;English
161789;Three Lives;Gertrude Stein;Canon;English
162825;The Courtship of Princess Leia (Star Wars Universe);Dave Wolverton;Media Tie In;English
162849;The Toyota Way: 14 Management Principles from the World's Greatest Manufacturer;Jeffrey K. Liker;Business;English
162898;The Romance of Tristan;BÃ©roul;Classics;English
162899;Ragged Dick and Struggling Upward (Works of Horatio Alger Jr.);Horatio Alger Jr.;Fiction;English
162932;A Connecticut Yankee in King Arthur's Court;Mark Twain;Classics;English
164154;The Father;Sharon Olds;Poetry;English
165055;When in Rome: A Journal of Life in the Vatican City;Robert J. Hutchinson;Travel;English
166194;A Canticle for Leibowitz (St. Leibowitz #1);Walter M. Miller Jr.;Science Fiction;English
166997;Graffiti NYC;Hugo  Martinez;Unknown;English
168214;Fabulous Fakes: A Passion for Vintage;Carole Tanenbaum;Unknown;English
168560;Stoner;John  Williams;Fiction;English
168564;The Satyricon;Petronius Arbiter;Classics;English
168565;Audrey Hepburn, An Elegant Spirit;Sean Hepburn Ferrer;Nonfiction;English
168642;Audrey Hepburn;Barry Paris;Biography;English
168668;Audrey: A Life in Pictures;Carol Krenz;Biography;English
169718;In Cold Blood;Truman Capote;Nonfiction;English
169756;Catch-22 (Catch-22 #1);Joseph Heller;Classics;English
171921;Babbitt;Sinclair Lewis;Fiction;English
172313;Feed;M.T. Anderson;Young Adult;English
172645;On Becoming a Leader;Warren G. Bennis;Leadership;English
173781;From Bash to Z Shell: Conquering the Command Line;Oliver Kiddle;Computer Science;English
174670;Heaven in a Chip: Fuzzy Visions of Society and Science in the Digital Age;Bart Kosko;Science;English
174711;Petrarch's Lyric Poems: The Rime Sparse and Other Lyrics;Francesco Petrarca;Poetry;English
174713;A Model Summer;Paulina Porizkova;Fiction;English
175078;The Conquest of Cool: Business Culture, Counterculture, and the Rise of Hip Consumerism;Thomas Frank;Nonfiction;English
175675;The Lessons of History;Will Durant;History;English
176353;The Seven Storey Mountain;Thomas Merton;Religion;English
177193;Ragtime;E.L. Doctorow;Fiction;English
177194;Chanel and Her World: Friends, Fashion, and Fame;Edmonde Charles-Roux;Biography;English
177335;The Man With the Golden Gun (James Bond (Original Series) #13);Ian Fleming;Fiction;English
178186;Thunderball (James Bond (Original Series) #9);Ian Fleming;Fiction;English
178788;Dreams of Trespass: Tales of a Harem Girlhood;Fatema Mernissi;Nonfiction;English
178813;The Worlds of a Maasai Warrior: An Autobiography;Tepilit Ole Saitoti;Cultural;English
179059;The China Study: The Most Comprehensive Study of Nutrition Ever Conducted and the Startling Implications for Diet, Weight Loss, and Long-term Health;T. Colin Campbell;Food and Drink;English
179122;Trading Up;Candace Bushnell;Unknown;English
179237;Finding Your Religion: When the Faith You Grew Up With Has Lost Its Meaning;Scotty McLennan;Religion;English
179238;Dancers' Body Book;Allegra Kent;Nonfiction;English
179245;Cynthia Gregory Dances Swan Lake;Cynthia Gregory;Nonfiction;English
179261;A Very Young Dancer;Jill Krementz;Nonfiction;English
179287;A Very Young Rider;Jill Krementz;Nonfiction;English
179327;The Young Professional's Book of Ballet;Angela Whitehill;Unknown;English
179335;The Pointe Book: Shoes, Training & Technique;Janice Barringer;Unknown;English
179370;Ballet;Annabel Thomas;Unknown;English
179406;Artemisia;Alexandra Lapierre;Historical;English
179456;Crazy for Rivers;Bill Barich;Nature;English
179538;Amy's Eyes;Richard Kennedy;Fantasy;English
179579;The Random House Book of Dance Stories;Felicity Trotman;Unknown;English
179623;Still Another Day;Pablo Neruda;Unknown;English
179631;The Light Princess;George MacDonald;Fantasy;English
179645;As the Romans Do: The Delights, Dramas, And Daily Diversions Of Life In The Eternal City;Alan Epstein;Nonfiction;English
180116;Complete Poems;Marianne Moore;Poetry;English
180467;The Complete Films Of Audrey Hepburn;Jerry Vermilye;Unknown;English
180506;Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!;Anthony Robbins;Self Help;English
180617;Self-Editing for Fiction Writers: How to Edit Yourself Into Print;Renni Browne;Nonfiction;English
181205;If the Universe Is Teeming with Aliens ... Where Is Everybody?: Fifty Solutions to the Fermi Paradox and the Problem of Extraterrestrial Life;Stephen  Webb;Science;English
181980;Pinocchio;Carlo Collodi;Childrens;English
183999;The Science of Success: How Market-Based Management Built the World's Largest Private Company;Charles G. Koch;Business;English
186074;In the Wet;Nevil Shute;Fiction;English
187633;The Berenstain Bears and the Trouble with Friends (The Berenstain Bears);Stan Berenstain;Childrens;English
189644;The Name of the Wind (The Kingkiller Chronicle #1);Patrick Rothfuss;Fantasy;English
190011;Art and Fear: Observations on the Perils (and Rewards) of Artmaking;David Bayles;Art;English
190576;Beyond the Rainbow Bridge: Nurturing Our Children from Birth to Seven;Barbara J. Patterson;Parenting;English
191669;Get Back in the Box: How Being Great at What You Do Is Great for Business;Douglas Rushkoff;Business;English
192378;Remembrance of Things Past: Volume I - Swann's Way & Within a Budding Grove (Ã€ la recherche du temps perdu #1-2);Marcel Proust;Fiction;English
197472;Google and the Myth of Universal Knowledge: A View from Europe;Jean-NoÃ«l Jeanneney;Nonfiction;English
198033;Missing Person;Patrick Modiano;Fiction;English
198496;Doing Nothing: A History of Loafers, Loungers, Slackers, and Bums in America;Tom Lutz;Nonfiction;English
201111;Bunker Archaeology;Paul Virilio;Philosophy;English
201138;Cecilia;Fanny Burney;Classics;English
201139;Unbowed: A Memoir;Wangari Maathai;Cultural;English
202878;The Berenstain Bears and Too Much TV (The Berenstain Bears);Stan Berenstain;Childrens;English
204286;The Berenstain Bears and the Trouble with Chores [With Press-Out Berenstain Bears] (The Berenstain Bears);Stan Berenstain;Unknown;English
205057;Making it Up;Penelope Lively;Fiction;English
205476;The Baby Book: Everything You Need to Know About Your Baby from Birth to Age Two;William Sears;Parenting;English
205821;Secret Society Girl (Secret Society Girl #1);Diana Peterfreund;Womens Fiction;English
206035;Our Town;Thornton Wilder;Plays;English
206157;Caddie Woodlawn (Caddie Woodlawn #1);Carol Ryrie Brink;Childrens;English
207333;A Middle East Mosaic: Fragments of Life, Letters and History;Bernard Lewis;Nonfiction;English
210009;The Anatomy of Buzz: How to Create Word of Mouth Marketing;Emanuel Rosen;Business;English
210817;A Pigeon and a Boy;Meir Shalev;Fiction;English
211099;Leadership on the Line: Staying Alive Through the Dangers of Leading;Ronald A. Heifetz;Leadership;English
214528;The Russian Debutante's Handbook;Gary Shteyngart;Fiction;English
216377;Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way;Richard Branson;Business;English
216443;The Aspern Papers;Henry James;Fiction;English
217518;VALIS (VALIS Trilogy #1);Philip K. Dick;Unknown;English
218046;Heir to the Empire (Star Wars: The Thrawn Trilogy #1);Timothy Zahn;Media Tie In;English
218357;The Witches of Eastwick (Eastwick #1);John Updike;Fiction;English
222328;The Wonder Weeks: How to Turn Your Baby's 8 Great Fussy Phases into Magical Leaps Forward;Hetty Vanderijt;Parenting;English
222636;The Space Between Us (Between Us #1);Thrity Umrigar;Fiction;English
223031;Deluxe: How Luxury Lost Its Luster;Dana Thomas;Nonfiction;English
223681;No One Cares What You Had for Lunch: 100 Ideas for Your Blog;Margaret Mason;Nonfiction;English
224285;The Girlfriends' Guide to Surviving the First Year of Motherhood;Vicki Iovine;Parenting;English
224665;Chronicle in Stone;Ismail Kadare;Fiction;English
225111;Eleni;Nicholas Gage;Nonfiction;English
225219;Nureyev: The Life;Julie Kavanagh;Biography;English
226759;The Laws of Simplicity: Design, Technology, Business, Life;John Maeda;Design;English
227463;Crowned in a Far Country: Portraits of Eight Royal Brides;Princess Michael of Kent;History;English
227594;Jacob Two-Two Meets the Hooded Fang;Mordecai Richler;Childrens;English
227896;A Clockwork Orange;Anthony Burgess;Classics;English
228192;The Girl with the Gallery: Edith Gregor Halpert And the Making of the Modern Art Market;Lindsay Pollock;Art;English
228331;The Littles Give a Party (The Littles #5);John Lawrence Peterson;Fantasy;English
228333;Buried Treasure;Victoria Finlay;Nonfiction;English
228560;Getting Past No: Negotiating in Difficult Situations;William Ury;Business;English
230550;The Nanny Diaries (Nanny #1);Emma McLaughlin;Womens Fiction;English
231264;Sophie's Choice;William Styron;Fiction;English
231849;Child of the Jungle: The True Story of a Girl Caught Between Two Worlds (Dschungelkind #1);Sabine Kuegler;Nonfiction;English
231850;Java in a Nutshell;David Flanagan;Computer Science;English
232368;Blubber;Judy Blume;Young Adult;English
232888;Corduroy (Corduroy);Don Freeman;Unknown;English
233389;Colin Cowie's Extraordinary Weddings: From a Glimmer of an Idea to a Legendary Event;Colin Cowie;Unknown;English
233504;The New Basics Cookbook;Julee Rosso;Food and Drink;English
234225;The Lives of the Artists;Giorgio Vasari;Art;English
234370;Slaves of New York;Tama Janowitz;Fiction;English
235324;Dune (Dune #1);Frank Herbert;Science Fiction;English
235559;The Food of Thailand: A Journey for Food Lovers;Alan  Benson;Food and Drink;English
235902;The BFG;Roald Dahl;Fantasy;English
241457;Moon Handbooks South Korea (Moon Handbooks);Robert Nilsen;Travel;English
242268;Twinkle's Big City Knits: 31 Chunky-Chic Designs;Wenlan Chia;Crafts;English
242472;War Reporting for Cowards;Chris Ayres;Nonfiction;English
243725;Desert Solitaire: A Season in the Wilderness;Edward Abbey;Nonfiction;English
244422;The Black Swan: The Impact of the Highly Improbable (Incerto #2);Nassim Nicholas Taleb;Nonfiction;English
245344;Out of Control: The New Biology of Machines, Social Systems, and the Economic World;Kevin Kelly;Science;English
245524;Ribsy (Henry Huggins #6);Beverly Cleary;Childrens;English
246546;Structures: Or Why Things Don't Fall Down;J.E. Gordon;Science;English
248189;Weddings from the Heart: Contemporary and Traditional Ceremonies for an Unforgettable Wedding;Daphne Rose Kingma;Nonfiction;English
249823;An Old-Fashioned Girl;Louisa May Alcott;Classics;English
250041;Fluid Concepts and Creative Analogies;Douglas R. Hofstadter;Science;English
252268;Diary of a Provincial Lady (The Provincial Lady #1);E.M. Delafield;Humor;English
252923;Miss Lonelyhearts;Nathanael West;Fiction;English
253825;Blue Hat, Green Hat;Sandra Boynton;Unknown;English
255049;Â¡Pio Peep!: Traditional Spanish Nursery Rhymes;Alma Flor Ada;Poetry;English
255127;Dan Eldon: The Art of Life;Jennifer New;Art;English
255653;Not Even My Name: A True Story;Thea Halo;Nonfiction;English
256008;The Fifth Discipline: The Art & Practice of The Learning Organization;Peter M. Senge;Business;English
256566;Charmed Circle: Gertrude Stein and Company (Lost Generation Trilogy #1);James R. Mellow;Biography;English
258800;Lonesome Dove (Lonesome Dove #1);Larry McMurtry;Fiction;English
259028;Everything Is Illuminated;Jonathan Safran Foer;Fiction;English
261677;Transcending CSS: The Fine Art of Web Design;Andy      Clarke;Design;English
262121;The Devil in the White City;Erik Larson;Nonfiction;English
262963;The Jeeves Omnibus Vol. 5: Much Obliged, Jeeves / Aunts Aren't Gentlemen and the short stories / Extricating Young Gussie / Jeeves Makes An Omelette / Jeeves and the Greasy Bird (Jeeves #1, 6);P.G. Wodehouse;Humor;English
263012;Tiffany's Table Manners for Teenagers;Walter Hoving;Nonfiction;English
263254;Love Is the Killer App: How to Win Business and Influence Friends;Tim Sanders;Business;English
263599;The Crystal Star (Star Wars Universe);Vonda N. McIntyre;Media Tie In;English
263601;The First Five Pages: A Writer's Guide To Staying Out of the Rejection Pile;Noah Lukeman;Language;English
263605;The Berenstain Bears' Moving Day (The Berenstain Bears);Stan Berenstain;Childrens;English
263608;The Berenstain Bears and Too Much Junk Food (The Berenstain Bears);Stan Berenstain;Childrens;English
263614;The Berenstain Bears and Mama's New Job (The Berenstain Bears);Stan Berenstain;Childrens;English
263615;The Berenstain Bears and the Bully (The Berenstain Bears);Stan Berenstain;Childrens;English
263621;The Berenstain Bears Get Stage Fright (The Berenstain Bears);Stan Berenstain;Childrens;English
263641;The Berenstain Bears and the Week at Grandma's (The Berenstain Bears);Stan Berenstain;Childrens;English
264678;The Berenstain Bears and Too Much Teasing (The Berenstain Bears);Stan Berenstain;Childrens;English
267123;The Berenstain Bears' New Neighbors (The Berenstain Bears);Stan Berenstain;Childrens;English
268464;Report From a Parisian Paradise: Essays from France, 1925-1939;Joseph Roth;History;English
269136;The Warden (Chronicles of Barsetshire #1);Anthony Trollope;Classics;English
269713;Party Girl;Anna David;Womens Fiction;English
270032;A Quaker Book of Wisdom: Life Lessons In Simplicity, Service, And Common Sense;Robert Lawrence Smith;Nonfiction;English
273423;At the Back of the North Wind;George MacDonald;Fantasy;English
274527;Seven Years in Tibet;Heinrich Harrer;History;English
276079;Logical Consequences;Rudolf Dreikurs;Unknown;English
278662;DvoÅ™Ã¡k in Love;Josef Å kvoreckÃ½;Fiction;English
279556;Hacker's Delight;Henry S. Warren Jr.;Nonfiction;English
290882;The Jungle Pyramid (Hardy Boys #56);Franklin W. Dixon;Mystery;English
291325;Morgan: American Financier;Jean Strouse;Biography;English
292408;The Upanishads: Translations from the Sanskrit;Anonymous;Philosophy;English
